cnt	orgID	isFraction	term	postID	orgName	postName
1	3310	unknown	9	917	підкомітету з питань законодавчого забезпечення діяльності органів державної влади, державних символів і нагород Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Голова підкомітету Комітету Верховної Ради України
1	3311	unknown	9	917	підкомітету з питань державної служби Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Голова підкомітету Комітету Верховної Ради України
1	3312	unknown	9	917	підкомітету з питань технічного регулювання і ціноутворення у будівництві, енергоефективності у будівельній галузі Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Голова підкомітету Комітету Верховної Ради України
1	3313	unknown	9	917	підкомітету з питань будівельних матеріалів Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Голова підкомітету Комітету Верховної Ради України
1	3314	unknown	9	917	підкомітету з питань житлової політики та захисту інвестицій в об’єкти будівництва Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування	Голова підкомітету Комітету Верховної Ради України
1	3315	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування фактів можливих корупційних дій посадових осіб Державної податкової служби України, Державної митної служби України, що могли призвести до зменшення надходжень до державного бюджету, та можливих зловживань у сфері фінансово-господарської діяльності акціонерного товариства "Національна акціонерна компанія "Нафтогаз України" 	Голова Комісії
1	3315	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування фактів можливих корупційних дій посадових осіб Державної податкової служби України, Державної митної служби України, що могли призвести до зменшення надходжень до державного бюджету, та можливих зловживань у сфері фінансово-господарської діяльності акціонерного товариства "Національна акціонерна компанія "Нафтогаз України" 	Заступник голови Комісії
11	3315	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування фактів можливих корупційних дій посадових осіб Державної податкової служби України, Державної митної служби України, що могли призвести до зменшення надходжень до державного бюджету, та можливих зловживань у сфері фінансово-господарської діяльності акціонерного товариства "Національна акціонерна компанія "Нафтогаз України" 	Член Комісії
1	3316	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих фактів незаконного та неефективного проведення органами державної влади, органами місцевого самоврядування заходів щодо вдосконалення системи управління та дерегуляції земельних відносин (земельної децентралізації)	Голова Комісії
1	3316	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих фактів незаконного та неефективного проведення органами державної влади, органами місцевого самоврядування заходів щодо вдосконалення системи управління та дерегуляції земельних відносин (земельної децентралізації)	Заступник голови Комісії
8	3316	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування можливих фактів незаконного та неефективного проведення органами державної влади, органами місцевого самоврядування заходів щодо вдосконалення системи управління та дерегуляції земельних відносин (земельної децентралізації)	Член Комісії
1	3317	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування обставин, що призвели до смерті судді Автозаводського районного суду м. Кременчука Полтавської області Лободенка Олександра Станіславовича та міського голови міста Кременчука Полтавської області Бабаєва Олега Мейдановича	Голова Комісії
1	3317	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування обставин, що призвели до смерті судді Автозаводського районного суду м. Кременчука Полтавської області Лободенка Олександра Станіславовича та міського голови міста Кременчука Полтавської області Бабаєва Олега Мейдановича	Заступник голови Комісії
8	3317	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування обставин, що призвели до смерті судді Автозаводського районного суду м. Кременчука Полтавської області Лободенка Олександра Станіславовича та міського голови міста Кременчука Полтавської області Бабаєва Олега Мейдановича	Член Комісії
1	3318	unknown	9	936	Тимчасової слідчої комісії Верховної Ради України з питань розслідування фактів, які сприяли тимчасовій окупації Автономної Республіки Крим	Голова Комісії
1	3318	unknown	9	938	Тимчасової слідчої комісії Верховної Ради України з питань розслідування фактів, які сприяли тимчасовій окупації Автономної Республіки Крим	Заступник голови Комісії
8	3318	unknown	9	940	Тимчасової слідчої комісії Верховної Ради України з питань розслідування фактів, які сприяли тимчасовій окупації Автономної Республіки Крим	Член Комісії
