ParlaMint-UA_2014-02-04-m1.u26	ГРУШЕВСЬКИЙ В.А.	#ВіталійАнатолійовичГрушевський.1971	ParlaMint-UA_2014-02-04-m1.u25.p2.s4.w4 ParlaMint-UA_2014-02-04-m1.u25.p2.s4.w5 ParlaMint-UA_2014-02-04-m1.u25.p2.s4.w3	Віталій Анатолійович Грушевський	1
ParlaMint-UA_2014-02-05-m0.u2	ПИНЗЕНИК В.М.	#ВікторМихайловичПинзеник.1954	ParlaMint-UA_2014-02-05-m0.u1.p6.s2.w2 ParlaMint-UA_2014-02-05-m0.u1.p6.s2.w3	Віктор Пинзеник	0
ParlaMint-UA_2014-02-05-m0.u12	КУНЧЕНКО О.П.	#ОлексійПетровичКунченко.1952	ParlaMint-UA_2014-02-05-m0.u11.p1.s1.w6	Кунченко	0
ParlaMint-UA_2014-02-05-m0.u14	ШУФРИЧ Н.І.	#НесторІвановичШуфрич.1966	ParlaMint-UA_2014-02-05-m0.u13.p1.s1.w5 ParlaMint-UA_2014-02-05-m0.u13.p1.s1.w6	Нестор Шуфрич	0
ParlaMint-UA_2014-02-05-m0.u16	ТКАЧУК Г.В.	#ГеннадійВіталійовичТкачук.1968	ParlaMint-UA_2014-02-05-m0.u15.p1.s1.w10	Ткачук	0
ParlaMint-UA_2014-02-05-m0.u18	ГЕРАЩЕНКО І.В.	#ІринаВолодимирівнаГеращенко.1971	ParlaMint-UA_2014-02-05-m0.u17.p1.s1.w5 ParlaMint-UA_2014-02-05-m0.u17.p1.s1.w6	Ірина Геращенко	0
ParlaMint-UA_2014-02-05-m0.u20	ЦИБЕНКО П.С.	#ПетроСтепановичЦибенко.1949	ParlaMint-UA_2014-02-05-m0.u19.p3.s3.w1 ParlaMint-UA_2014-02-05-m0.u19.p3.s3.w2	Петро Цибенко	0
ParlaMint-UA_2014-02-05-m0.u22	ПОНОМАРЬОВ А.В.	#АндрійВікторовичПономарьов.1961	ParlaMint-UA_2014-02-05-m0.u21.p1.s1.w7	Пономарьов	0
ParlaMint-UA_2014-02-05-m0.u24	КОЛЕСНІЧЕНКО В.В.	#ВадимВасильовичКолесніченко.1958	ParlaMint-UA_2014-02-05-m0.u23.p1.s1.w5 ParlaMint-UA_2014-02-05-m0.u23.p1.s1.w6	Вадим Колесніченко	0
ParlaMint-UA_2014-02-05-m0.u24	КОЛЕСНІЧЕНКО В.В.	#ВадимВасильовичКолесніченко.1958	ParlaMint-UA_2014-02-05-m0.u23.p1.s1.w5 ParlaMint-UA_2014-02-05-m0.u23.p1.s1.w6	Вадим Колесніченко	0
ParlaMint-UA_2014-02-05-m0.u26	КОВАЧ В.І.	#ВасильІллічКовач.1956	ParlaMint-UA_2014-02-05-m0.u25.p1.s1.w7	Ковач	0
ParlaMint-UA_2014-02-05-m0.u28	ЧЕЧЕТОВ М.В.	#МихайлоВасильовичЧечетов.1953	ParlaMint-UA_2014-02-05-m0.u27.p1.s1.w5 ParlaMint-UA_2014-02-05-m0.u27.p1.s1.w6	Михайло Чечетов	0
ParlaMint-UA_2014-02-05-m0.u30	ЗУБИК В.В.	#ВолодимирВолодимировичЗубик.1958	ParlaMint-UA_2014-02-05-m0.u29.p1.s1.w6	Зубик	0
ParlaMint-UA_2014-02-05-m0.u32	САЛЬДО В.В.	#ВолодимирВасильовичСальдо.1956	ParlaMint-UA_2014-02-05-m0.u31.p1.s1.w5 ParlaMint-UA_2014-02-05-m0.u31.p1.s1.w6	Володимир Сальдо	0
ParlaMint-UA_2014-02-05-m0.u32	САЛЬДО В.В.	#ВолодимирВасильовичСальдо.1956	ParlaMint-UA_2014-02-05-m0.u31.p1.s1.w5 ParlaMint-UA_2014-02-05-m0.u31.p1.s1.w6	Володимир Сальдо	0
ParlaMint-UA_2014-02-05-m0.u34	ТОМЕНКО М.В.	#МиколаВолодимировичТоменко.1964	ParlaMint-UA_2014-02-05-m0.u33.p1.s2.w4 ParlaMint-UA_2014-02-05-m0.u33.p1.s2.w5	Микола Томенко	0
ParlaMint-UA_2014-02-05-m0.u34	ТОМЕНКО М.В.	#МиколаВолодимировичТоменко.1964	ParlaMint-UA_2014-02-05-m0.u33.p1.s4.w3 ParlaMint-UA_2014-02-05-m0.u33.p1.s4.w4	Микола Томенко	0
ParlaMint-UA_2014-02-05-m0.u36	ЛЕОНОВ Е.В.	#ЕдуардВолодимировичЛеонов.1974	ParlaMint-UA_2014-02-05-m0.u35.p2.s1.w8	Леонов	0
ParlaMint-UA_2014-02-05-m0.u38	МОХНИК А.В.	#АндрійВолодимировичМохник.1972	ParlaMint-UA_2014-02-05-m0.u37.p5.s3.w1 ParlaMint-UA_2014-02-05-m0.u37.p5.s3.w2	Андрій Мохник	0
ParlaMint-UA_2014-02-05-m0.u40	ТУРЧИНОВ О.В.	#ОлександрВалентиновичТурчинов.1964	ParlaMint-UA_2014-02-05-m0.u39.p1.s2.w8 ParlaMint-UA_2014-02-05-m0.u39.p1.s2.w9	Олександр Турчинов	0
ParlaMint-UA_2014-02-05-m0.u44	МІРОШНИЧЕНКО Ю.Р.	#ЮрійРомановичМірошниченко.1970	ParlaMint-UA_2014-02-05-m0.u43.p1.s1.w3 ParlaMint-UA_2014-02-05-m0.u43.p1.s1.w4	Юрій Мірошниченко	0
ParlaMint-UA_2014-02-05-m0.u46	СИМОНЕНКО П.М.	#ПетроМиколайовичСимоненко.1952	ParlaMint-UA_2014-02-05-m0.u45.p1.s2.w8 ParlaMint-UA_2014-02-05-m0.u45.p1.s2.w9	Петро Симоненко	0
ParlaMint-UA_2014-02-05-m0.u48	КЛИЧКО В.В.	#ВіталійВолодимировичКличко.1971	ParlaMint-UA_2014-02-05-m0.u47.p1.s1.w8 ParlaMint-UA_2014-02-05-m0.u47.p1.s1.w9	Віталій Кличко	0
ParlaMint-UA_2014-02-05-m0.u48	КЛИЧКО В.В.	#ВіталійВолодимировичКличко.1971	ParlaMint-UA_2014-02-05-m0.u47.p1.s1.w8 ParlaMint-UA_2014-02-05-m0.u47.p1.s1.w9	Віталій Кличко	0
ParlaMint-UA_2014-02-05-m0.u50	ЛЯШКО О.В.	#ОлегВалерійовичЛяшко.1972	ParlaMint-UA_2014-02-05-m0.u49.p2.s2.w1 ParlaMint-UA_2014-02-05-m0.u49.p2.s2.w2	Олег Ляшко	0
ParlaMint-UA_2014-02-05-m0.u54	МАТВЄЄВ В.Г.	#ВалентинГригоровичМатвєєв.1943	ParlaMint-UA_2014-02-05-m0.u53.p2.s1.w13 ParlaMint-UA_2014-02-05-m0.u53.p2.s1.w14 ParlaMint-UA_2014-02-05-m0.u53.p2.s1.w15	Валентин Григорович Матвєєв	1
ParlaMint-UA_2014-02-05-m0.u56	МАРТИНЮК Л.С.	#ЛеонтійСвятославовичМартинюк.1971	ParlaMint-UA_2014-02-05-m0.u55.p2.s5.w11	Мартинюк	0
ParlaMint-UA_2014-02-05-m0.u60	РОЗЕНКО П.В.	#ПавлоВалерійовичРозенко.1970	ParlaMint-UA_2014-02-05-m0.u59.p3.s2.w1 ParlaMint-UA_2014-02-05-m0.u59.p3.s2.w2	Павло Розенко	0
ParlaMint-UA_2014-02-05-m0.u62	КОЛЕСНІЧЕНКО В.В.	#ВадимВасильовичКолесніченко.1958	ParlaMint-UA_2014-02-05-m0.u61.p3.s3.w2 ParlaMint-UA_2014-02-05-m0.u61.p3.s3.w3	Вадим Колесніченко	0
ParlaMint-UA_2014-02-05-m0.u62	КОЛЕСНІЧЕНКО В.В.	#ВадимВасильовичКолесніченко.1958	ParlaMint-UA_2014-02-05-m0.u61.p3.s3.w2 ParlaMint-UA_2014-02-05-m0.u61.p3.s3.w3	Вадим Колесніченко	0
ParlaMint-UA_2014-02-05-m0.u64	СИМОНЕНКО П.М.	#ПетроМиколайовичСимоненко.1952	ParlaMint-UA_2014-02-05-m0.u63.p1.s1.w7	Симоненко	0
ParlaMint-UA_2014-02-05-m0.u66	ШЕВЧЕНКО А.В.	#АндрійВіталійовичШевченко.1976	ParlaMint-UA_2014-02-05-m0.u65.p2.s1.w8 ParlaMint-UA_2014-02-05-m0.u65.p2.s1.w9	Андрій Шевченко	0
ParlaMint-UA_2014-02-05-m0.u68	ЯЦЕНЮК А.П.	#АрсенійПетровичЯценюк.1974	ParlaMint-UA_2014-02-05-m0.u67.p1.s1.w2 ParlaMint-UA_2014-02-05-m0.u67.p1.s1.w3	Арсеній Яценюк	0
ParlaMint-UA_2014-02-06-m0.u3	ПИСАРЕНКО В.В.	#ВалерійВолодимировичПисаренко.1980	ParlaMint-UA_2014-02-06-m0.u2.p8.s1.w7 ParlaMint-UA_2014-02-06-m0.u2.p8.s1.w8	Валерій Писаренко	0
ParlaMint-UA_2014-02-06-m0.u3	ПИСАРЕНКО В.В.	#ВалерійВолодимировичПисаренко.1980	ParlaMint-UA_2014-02-06-m0.u2.p8.s1.w7 ParlaMint-UA_2014-02-06-m0.u2.p8.s1.w8	Валерій Писаренко	0
ParlaMint-UA_2014-02-06-m0.u5	ТЯГНИБОК О.Я.	#ОлегЯрославовичТягнибок.1968	ParlaMint-UA_2014-02-06-m0.u4.p1.s2.w1 ParlaMint-UA_2014-02-06-m0.u4.p1.s2.w2	Олег Тягнибок	0
ParlaMint-UA_2014-02-06-m0.u7	МАРТИНЮК А.І.	#АдамІвановичМартинюк.1950	ParlaMint-UA_2014-02-06-m0.u6.p1.s1.w7 ParlaMint-UA_2014-02-06-m0.u6.p1.s1.w8	Адам Мартинюк	0
ParlaMint-UA_2014-02-06-m0.u9	ГЕРАЩЕНКО І.В.	#ІринаВолодимирівнаГеращенко.1971	ParlaMint-UA_2014-02-06-m0.u8.p2.s1.w8 ParlaMint-UA_2014-02-06-m0.u8.p2.s1.w9	Ірина Геращенко	0
ParlaMint-UA_2014-02-06-m0.u11	ЯЦЕНЮК А.П.	#АрсенійПетровичЯценюк.1974	ParlaMint-UA_2014-02-06-m0.u10.p2.s2.w1 ParlaMint-UA_2014-02-06-m0.u10.p2.s2.w2	Арсеній Яценюк	0
ParlaMint-UA_2014-02-06-m0.u15	ЛЯШКО О.В.	#ОлегВалерійовичЛяшко.1972	ParlaMint-UA_2014-02-06-m0.u14.p1.s3.w1 ParlaMint-UA_2014-02-06-m0.u14.p1.s3.w2	Олег Ляшко	0
ParlaMint-UA_2014-02-20-m0.u3	КЛИЧКО В.В.	#ВіталійВолодимировичКличко.1971	ParlaMint-UA_2014-02-20-m0.u2.p15.s1.w4 ParlaMint-UA_2014-02-20-m0.u2.p15.s1.w5 ParlaMint-UA_2014-02-20-m0.u2.p15.s1.w6	Віталій Володимирович Кличко	1
ParlaMint-UA_2014-02-20-m0.u3	КЛИЧКО В.В.	#ВіталійВолодимировичКличко.1971	ParlaMint-UA_2014-02-20-m0.u2.p15.s1.w5 ParlaMint-UA_2014-02-20-m0.u2.p15.s1.w4 ParlaMint-UA_2014-02-20-m0.u2.p15.s1.w6	Володимирович Віталій Кличко	1
ParlaMint-UA_2014-02-20-m0.u5	ТЯГНИБОК О.Я.	#ОлегЯрославовичТягнибок.1968	ParlaMint-UA_2014-02-20-m0.u4.p1.s2.w8 ParlaMint-UA_2014-02-20-m0.u4.p1.s2.w9	Олег Тягнибок	0
ParlaMint-UA_2014-02-20-m0.u7	ЯЦЕНЮК А.П.	#АрсенійПетровичЯценюк.1974	ParlaMint-UA_2014-02-20-m0.u6.p1.s2.w11	Яценюк	0
ParlaMint-UA_2014-02-20-m0.u9	РУДЬКОВСЬКИЙ М.М.	#МиколаМиколайовичРудьковський.1967	ParlaMint-UA_2014-02-20-m0.u8.p4.s1.w4	Рудьковський	0
ParlaMint-UA_2014-02-20-m0.u11	ЛИТВИН В.М.	#ВолодимирМихайловичЛитвин.1956	ParlaMint-UA_2014-02-20-m0.u10.p2.s1.w5 ParlaMint-UA_2014-02-20-m0.u10.p2.s1.w6 ParlaMint-UA_2014-02-20-m0.u10.p2.s1.w7	Володимир Михайлович Литвин	1
ParlaMint-UA_2014-02-20-m0.u13	ГРУШЕВСЬКИЙ В.А.	#ВіталійАнатолійовичГрушевський.1971	ParlaMint-UA_2014-02-20-m0.u12.p3.s1.w9 ParlaMint-UA_2014-02-20-m0.u12.p3.s1.w10	Віталій Грушевський	0
ParlaMint-UA_2014-02-20-m0.u19	ПОРОШЕНКО П.О.	#ПетроОлексійовичПорошенко.1965	ParlaMint-UA_2014-02-20-m0.u18.p1.s2.w4 ParlaMint-UA_2014-02-20-m0.u18.p1.s2.w5	Петр Порошенко	0
ParlaMint-UA_2014-02-20-m0.u25	ІЛЛЄНКО А.Ю.	#АндрійЮрійовичІллєнко.1987	ParlaMint-UA_2014-02-20-m0.u24.p1.s2.w6 ParlaMint-UA_2014-02-20-m0.u24.p1.s2.w7	Андрій Іллєнко	0
ParlaMint-UA_2014-02-20-m0.u25	ІЛЛЄНКО А.Ю.	#АндрійЮрійовичІллєнко.1987	ParlaMint-UA_2014-02-20-m0.u24.p1.s3.w1 ParlaMint-UA_2014-02-20-m0.u24.p1.s3.w2	Андрій Іллєнко	0
ParlaMint-UA_2014-02-20-m0.u27	ГЕРАЩЕНКО І.В.	#ІринаВолодимирівнаГеращенко.1971	ParlaMint-UA_2014-02-20-m0.u26.p4.s1.w1	Геращенко	0
ParlaMint-UA_2014-02-20-m0.u27	ГЕРАЩЕНКО І.В.	#ІринаВолодимирівнаГеращенко.1971	ParlaMint-UA_2014-02-20-m0.u26.p5.s1.w3	Геращенко	0
ParlaMint-UA_2014-02-20-m0.u35	ТУРЧИНОВ О.В.	#ОлександрВалентиновичТурчинов.1964	ParlaMint-UA_2014-02-20-m0.u34.p1.s2.w4 ParlaMint-UA_2014-02-20-m0.u34.p1.s2.w5	Олександр Турчинов	0
ParlaMint-UA_2014-02-20-m0.u37	ЛЯШКО О.В.	#ОлегВалерійовичЛяшко.1972	ParlaMint-UA_2014-02-20-m0.u36.p1.s2.w3 ParlaMint-UA_2014-02-20-m0.u36.p1.s2.w4	Олег Ляшко	0
ParlaMint-UA_2014-02-20-m0.u43	БЕЗБАХ Я.Я.	#ЯківЯковичБезбах.1957	ParlaMint-UA_2014-02-20-m0.u42.p2.s1.w6	Безбах	0
ParlaMint-UA_2014-02-20-m0.u45	ГРИЦЕНКО А.С.	#АнатолійСтепановичГриценко.1957	ParlaMint-UA_2014-02-20-m0.u44.p3.s1.w6	Гриценко	0
ParlaMint-UA_2014-02-20-m0.u47	ДОНІЙ О.С.	#ОлександрСергійовичДоній.1969	ParlaMint-UA_2014-02-20-m0.u46.p1.s2.w6	Доній	0
ParlaMint-UA_2014-02-20-m0.u49	КИРИЛЕНКО В.А.	#В’ячеславАнатолійовичКириленко.1968	ParlaMint-UA_2014-02-20-m0.u48.p1.s2.w4 ParlaMint-UA_2014-02-20-m0.u48.p1.s2.w5	В’ячеслав Кириленко	0
ParlaMint-UA_2014-02-20-m0.u53	СМІТЮХ Г.Є.	#ГригорійЄвдокимовичСмітюх.1961	ParlaMint-UA_2014-02-20-m0.u52.p2.s1.w6	Смітюх	0
ParlaMint-UA_2014-02-20-m0.u55	ЗАРУБІНСЬКИЙ О.О.	#ОлегОлександровичЗарубінський.1963	ParlaMint-UA_2014-02-20-m0.u54.p1.s2.w6	Зарубінський	0
ParlaMint-UA_2014-02-20-m0.u57	КУБІВ С.І.	#СтепанІвановичКубів.1962	ParlaMint-UA_2014-02-20-m0.u56.p3.s1.w6 ParlaMint-UA_2014-02-20-m0.u56.p3.s1.w7 ParlaMint-UA_2014-02-20-m0.u56.p3.s1.w5	Степан Іванович Кубів	1
ParlaMint-UA_2014-02-20-m0.u59	ДЕРЕВ’ЯНКО Ю.Б.	#ЮрійБогдановичДерев’янко.1973	ParlaMint-UA_2014-02-20-m0.u58.p1.s2.w5	Дерев’янко	0
ParlaMint-UA_2014-02-20-m0.u61	КУПРЕЙЧИК І.В.	#ІринаВалеріївнаКупрейчик.1971	ParlaMint-UA_2014-02-20-m0.u60.p1.s1.w6	Купрейчик	0
ParlaMint-UA_2014-02-20-m0.u63	СИЧ О.М.	#ОлександрМаксимовичСич.1964	ParlaMint-UA_2014-02-20-m0.u62.p2.s1.w6	Сич	0
ParlaMint-UA_2014-02-20-m0.u65	АТРОШЕНКО В.А.	#ВладиславАнатолійовичАтрошенко.1968	ParlaMint-UA_2014-02-20-m0.u64.p2.s1.w45 ParlaMint-UA_2014-02-20-m0.u64.p2.s1.w44	Владислав Атрошенко	0
ParlaMint-UA_2014-02-20-m0.u65	АТРОШЕНКО В.А.	#ВладиславАнатолійовичАтрошенко.1968	ParlaMint-UA_2014-02-20-m0.u64.p2.s1.w46 ParlaMint-UA_2014-02-20-m0.u64.p2.s1.w44	Анатолійович Атрошенко	0
ParlaMint-UA_2014-02-20-m0.u65	АТРОШЕНКО В.А.	#ВладиславАнатолійовичАтрошенко.1968	ParlaMint-UA_2014-02-20-m0.u64.p3.s1.w5 ParlaMint-UA_2014-02-20-m0.u64.p3.s1.w4	Владислав Атрошенко	0
ParlaMint-UA_2014-02-20-m0.u65	АТРОШЕНКО В.А.	#ВладиславАнатолійовичАтрошенко.1968	ParlaMint-UA_2014-02-20-m0.u64.p3.s1.w6 ParlaMint-UA_2014-02-20-m0.u64.p3.s1.w4	Анатолійович Атрошенко	0
ParlaMint-UA_2014-02-20-m0.u67	ФАРІОН І.Д.	#ІринаДмитрівнаФаріон.1964	ParlaMint-UA_2014-02-20-m0.u66.p1.s2.w6	Фаріон	0
ParlaMint-UA_2014-02-20-m0.u69	СОБОЛЄВ С.В.	#СергійВладиславовичСоболєв.1961	ParlaMint-UA_2014-02-20-m0.u68.p3.s1.w4 ParlaMint-UA_2014-02-20-m0.u68.p3.s1.w5	Сергій Соболєв	0
ParlaMint-UA_2014-02-20-m0.u71	КАПЛІН С.М.	#СергійМиколайовичКаплін.1979	ParlaMint-UA_2014-02-20-m0.u70.p3.s1.w4	Каплін	0
ParlaMint-UA_2014-02-20-m0.u73	НАЛИВАЙЧЕНКО В.О.	#ВалентинОлександровичНаливайченко.1966	ParlaMint-UA_2014-02-20-m0.u72.p2.s1.w6	Наливайченко	0
ParlaMint-UA_2014-02-20-m0.u75	ШУФРИЧ Н.І.	#НесторІвановичШуфрич.1966	ParlaMint-UA_2014-02-20-m0.u74.p2.s1.w6	Шуфрич	0
ParlaMint-UA_2014-02-20-m0.u78	ТОМЕНКО М.В.	#МиколаВолодимировичТоменко.1964	ParlaMint-UA_2014-02-20-m0.u77.p3.s1.w4	Томенко	0
ParlaMint-UA_2014-02-20-m0.u80	МІЩЕНКО С.Г.	#СергійГригоровичМіщенко.1971	ParlaMint-UA_2014-02-20-m0.u79.p1.s2.w4 ParlaMint-UA_2014-02-20-m0.u79.p1.s2.w5	Сергій Міщенко	0
ParlaMint-UA_2014-02-20-m0.u82	КНЯЖИЦЬКИЙ М.Л.	#МиколаЛеонідовичКняжицький.1968	ParlaMint-UA_2014-02-20-m0.u81.p2.s1.w6	Княжицький	0
