utterance	note	who	sentence
ParlaMint-UA_2022-02-17-m0.u278	ЦИМБАЛЮК М.М.	#МихайлоМихайловичЦимбалюк.1964	Мені сказали, що дві поправки буде від [Михайла](ParlaMint-UA_2022-02-17-m0.u277.p12.s2.w9) [Михайловича](ParlaMint-UA_2022-02-17-m0.u277.p12.s2.w10) [Цимбалюк](ParlaMint-UA_2022-02-17-m0.u277.p12.s2.w11) - і все, так? 
ParlaMint-UA_2022-02-17-m0.u278	ЦИМБАЛЮК М.М.	#МихайлоМихайловичЦимбалюк.1964	Мені сказали, що дві поправки буде від [Михайла](ParlaMint-UA_2022-02-17-m0.u277.p12.s2.w9) [Михайловича](ParlaMint-UA_2022-02-17-m0.u277.p12.s2.w10) [Цимбалюк](ParlaMint-UA_2022-02-17-m0.u277.p12.s2.w11) - і все, так? 
ParlaMint-UA_2022-02-17-m0.u282	ІВЧЕНКО В.Є.	#ВадимЄвгеновичІвченко.1980	Будь ласка, [Вадим](ParlaMint-UA_2022-02-17-m0.u281.p2.s1.w4) [Євгенович](ParlaMint-UA_2022-02-17-m0.u281.p2.s1.w5) [Івченко](ParlaMint-UA_2022-02-17-m0.u281.p2.s1.w6) піднімав ще руку по своїх поправка. 
ParlaMint-UA_2022-02-17-m0.u286	ГРИЩУК Р.П.	#РоманПавловичГрищук.1989	До мене підходив народний депутат [Грищук](ParlaMint-UA_2022-02-17-m0.u285.p9.s1.w6), одна хвилина. 
ParlaMint-UA_2022-02-17-m0.u286	ГРИЩУК Р.П.	#РоманПавловичГрищук.1989	[Грищук](ParlaMint-UA_2022-02-17-m0.u285.p10.s1.w1), після цього Цимбалюк. 
ParlaMint-UA_2022-02-17-m0.u288	ЦИМБАЛЮК М.М.	#МихайлоМихайловичЦимбалюк.1964	[Михайло](ParlaMint-UA_2022-02-17-m0.u287.p2.s1.w1) [Михайлович](ParlaMint-UA_2022-02-17-m0.u287.p2.s1.w2) [Цимбалюк](ParlaMint-UA_2022-02-17-m0.u287.p2.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-17-m0.u288	ЦИМБАЛЮК М.М.	#МихайлоМихайловичЦимбалюк.1964	[Михайло](ParlaMint-UA_2022-02-17-m0.u287.p2.s1.w1) [Михайлович](ParlaMint-UA_2022-02-17-m0.u287.p2.s1.w2) [Цимбалюк](ParlaMint-UA_2022-02-17-m0.u287.p2.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-17-m0.u292	ЦИМБАЛЮК М.М.	#МихайлоМихайловичЦимбалюк.1964	Ставлю 8 поправку народного депутата [Цимбалюка](ParlaMint-UA_2022-02-17-m0.u291.p2.s2.w6). 
ParlaMint-UA_2022-02-18-m0.u2	ТОМАШ ГРОДЗЬКИЙ	ТОМАШ ГРОДЗЬКИЙ	В Україні з офіційним візитом перебуває польська парламентська делегація на чолі з Маршалком Сенату Республіки Польща професором Томашем [Гродзьким](ParlaMint-UA_2022-02-18-m0.u1.p6.s2.w19). 
ParlaMint-UA_2022-02-18-m0.u2	ТОМАШ ГРОДЗЬКИЙ	ТОМАШ ГРОДЗЬКИЙ	Шановні колеги, Маршалок Сенату Республіки Польща, вельмишановний професор [Томаш](ParlaMint-UA_2022-02-18-m0.u1.p9.s1.w11) [Гродзький](ParlaMint-UA_2022-02-18-m0.u1.p9.s1.w12) виявив бажання виступити перед Верховною Радою з короткою промовою. 
ParlaMint-UA_2022-02-18-m0.u2	ТОМАШ ГРОДЗЬКИЙ	ТОМАШ ГРОДЗЬКИЙ	Шановні народні депутати, з великою приємністю до слова запрошується Маршалок Сенату Республіки Польща, вельмишановний професор [Томаш](ParlaMint-UA_2022-02-18-m0.u1.p10.s1.w18) [Гродзький](ParlaMint-UA_2022-02-18-m0.u1.p10.s1.w19). 
ParlaMint-UA_2022-02-18-m0.u5	КОВАЛЬЧУК О.В.	#ОлександрВолодимировичКовальчук.1974	[Ковальчук](ParlaMint-UA_2022-02-18-m0.u4.p3.s2.w1). 
ParlaMint-UA_2022-02-18-m0.u5	КОВАЛЬЧУК О.В.	#ОлександрВолодимировичКовальчук.1974	[Ковальчук](ParlaMint-UA_2022-02-18-m0.u4.p4.s1.w1) [Олександр](ParlaMint-UA_2022-02-18-m0.u4.p4.s1.w2) Володимирович, будь ласка, 3 хвилини. 
ParlaMint-UA_2022-02-18-m0.u5	КОВАЛЬЧУК О.В.	#ОлександрВолодимировичКовальчук.1974	[Ковальчук](ParlaMint-UA_2022-02-18-m0.u4.p4.s1.w1) Олександр [Володимирович](ParlaMint-UA_2022-02-18-m0.u4.p4.s1.w3), будь ласка, 3 хвилини. 
ParlaMint-UA_2022-02-18-m0.u9	ЦИМБАЛЮК М.М.	#МихайлоМихайловичЦимбалюк.1964	З процедури [Михайло](ParlaMint-UA_2022-02-18-m0.u8.p6.s1.w3) [Михайлович](ParlaMint-UA_2022-02-18-m0.u8.p6.s1.w4) [Цимбалюк](ParlaMint-UA_2022-02-18-m0.u8.p6.s1.w5), будь ласка. 
ParlaMint-UA_2022-02-18-m0.u9	ЦИМБАЛЮК М.М.	#МихайлоМихайловичЦимбалюк.1964	З процедури [Михайло](ParlaMint-UA_2022-02-18-m0.u8.p6.s1.w3) [Михайлович](ParlaMint-UA_2022-02-18-m0.u8.p6.s1.w4) [Цимбалюк](ParlaMint-UA_2022-02-18-m0.u8.p6.s1.w5), будь ласка. 
ParlaMint-UA_2022-02-18-m0.u11	РЕЗНІКОВ О.Ю.	РЕЗНІКОВ О.Ю.	Тоді, шановні колеги, я запрошую на трибуну для доповіді щодо ситуації на кордонах України, її деескалації та про стан комплектування Сил територіальної оборони міністра оборони України [Олексія](ParlaMint-UA_2022-02-18-m0.u10.p3.s1.w30) [Юрійовича](ParlaMint-UA_2022-02-18-m0.u10.p3.s1.w31) [Резнікова](ParlaMint-UA_2022-02-18-m0.u10.p3.s1.w32). 
ParlaMint-UA_2022-02-18-m0.u13	МАРЧЕНКО С.М.	МАРЧЕНКО С.М.	Шановні колеги, я запрошую на трибуну для доповіді щодо забезпечення фінансовими ресурсами питань, які потребують нагального вирішення, міністра фінансів України [Сергія](ParlaMint-UA_2022-02-18-m0.u12.p3.s1.w24) [Михайловича](ParlaMint-UA_2022-02-18-m0.u12.p3.s1.w25) [Марченка](ParlaMint-UA_2022-02-18-m0.u12.p3.s1.w26). 
ParlaMint-UA_2022-02-18-m0.u15	ШМИГАЛЬ Д.А.	ШМИГАЛЬ Д.А.	Шановні колеги, на трибуну для доповіді щодо стану енергетичної безпеки України запрошується Прем'єр-міністр України [Денис](ParlaMint-UA_2022-02-18-m0.u14.p2.s1.w18) [Анатолійович](ParlaMint-UA_2022-02-18-m0.u14.p2.s1.w19) [Шмигаль](ParlaMint-UA_2022-02-18-m0.u14.p2.s1.w20). 
ParlaMint-UA_2022-02-18-m0.u19	КУЛІНІЧ О.І.	#ОлегІвановичКулініч.1966	[Кулініч](ParlaMint-UA_2022-02-18-m0.u18.p1.s1.w1) [Олег](ParlaMint-UA_2022-02-18-m0.u18.p1.s1.w2) [Іванович](ParlaMint-UA_2022-02-18-m0.u18.p1.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-18-m0.u20	МАРЧЕНКО С.М.	МАРЧЕНКО С.М.	У мене запитання до міністра фінансів [Сергія](ParlaMint-UA_2022-02-18-m0.u19.p1.s2.w7) [Марченка](ParlaMint-UA_2022-02-18-m0.u19.p1.s2.w8). 
ParlaMint-UA_2022-02-18-m0.u24	ТКАЧЕНКО М.М.	#МаксимМиколайовичТкаченко.1983	Будь ласка, слово передається [Максиму](ParlaMint-UA_2022-02-18-m0.u23.p1.s1.w6) [Ткаченку](ParlaMint-UA_2022-02-18-m0.u23.p1.s1.w7). 
ParlaMint-UA_2022-02-18-m0.u24	ТКАЧЕНКО М.М.	#МаксимМиколайовичТкаченко.1983	Будь ласка, слово передається [Максиму](ParlaMint-UA_2022-02-18-m0.u23.p1.s1.w6) [Ткаченку](ParlaMint-UA_2022-02-18-m0.u23.p1.s1.w7). 
ParlaMint-UA_2022-02-18-m0.u27	МАМКА Г.М.	#ГригорійМиколайовичМамка.1974	Слово надається народному депутату України [Мамці](ParlaMint-UA_2022-02-18-m0.u26.p2.s1.w6) [Григорію](ParlaMint-UA_2022-02-18-m0.u26.p2.s1.w7) Миколайовичу від фракції політичної партії "Опозиційна платформа – За життя". 
ParlaMint-UA_2022-02-18-m0.u27	МАМКА Г.М.	#ГригорійМиколайовичМамка.1974	Слово надається народному депутату України [Мамці](ParlaMint-UA_2022-02-18-m0.u26.p2.s1.w6) Григорію [Миколайовичу](ParlaMint-UA_2022-02-18-m0.u26.p2.s1.w8) від фракції політичної партії "Опозиційна платформа – За життя". 
ParlaMint-UA_2022-02-18-m0.u36	БАТЕНКО Т.І.	#ТарасІвановичБатенко.1974	Шановні колеги, слово надається від депутатської групи "Партія "За майбутнє" [Батенку](ParlaMint-UA_2022-02-18-m0.u35.p2.s1.w15) [Тарасу](ParlaMint-UA_2022-02-18-m0.u35.p2.s1.w16) Івановичу. 
ParlaMint-UA_2022-02-18-m0.u36	БАТЕНКО Т.І.	#ТарасІвановичБатенко.1974	Шановні колеги, слово надається від депутатської групи "Партія "За майбутнє" [Батенку](ParlaMint-UA_2022-02-18-m0.u35.p2.s1.w15) Тарасу [Івановичу](ParlaMint-UA_2022-02-18-m0.u35.p2.s1.w17). 
ParlaMint-UA_2022-02-18-m0.u37	РУДИК С.Я.	#СергійЯрославовичРудик.1970	Прошу передати слово [Сергію](ParlaMint-UA_2022-02-18-m0.u36.p1.s1.w4) [Рудику](ParlaMint-UA_2022-02-18-m0.u36.p1.s1.w5). 
ParlaMint-UA_2022-02-18-m0.u43	РАХМАНІН С.І.	#СергійІвановичРахманін.1969	Слово надається народному депутату України [Рахманіну](ParlaMint-UA_2022-02-18-m0.u42.p2.s1.w6) [Сергію](ParlaMint-UA_2022-02-18-m0.u42.p2.s1.w7) Івановичу, фракція політичної партії "Голос". 
ParlaMint-UA_2022-02-18-m0.u43	РАХМАНІН С.І.	#СергійІвановичРахманін.1969	Слово надається народному депутату України [Рахманіну](ParlaMint-UA_2022-02-18-m0.u42.p2.s1.w6) Сергію [Івановичу](ParlaMint-UA_2022-02-18-m0.u42.p2.s1.w8), фракція політичної партії "Голос". 
ParlaMint-UA_2022-02-18-m0.u45	СОВСУН І.Р.	#ІннаРоманівнаСовсун.1984	[Інна](ParlaMint-UA_2022-02-18-m0.u44.p1.s1.w1) [Романівна](ParlaMint-UA_2022-02-18-m0.u44.p1.s1.w2) [Совсун](ParlaMint-UA_2022-02-18-m0.u44.p1.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-18-m0.u51	АЛІКСІЙЧУК О.В.	#ОлександрВасильовичАліксійчук.1981	Слово надається народному депутату [Аліксійчуку](ParlaMint-UA_2022-02-18-m0.u50.p5.s1.w5) [Олександру](ParlaMint-UA_2022-02-18-m0.u50.p5.s1.w6) Васильовичу, фракція політичної партії "Слуга народу". 
ParlaMint-UA_2022-02-18-m0.u51	АЛІКСІЙЧУК О.В.	#ОлександрВасильовичАліксійчук.1981	Слово надається народному депутату [Аліксійчуку](ParlaMint-UA_2022-02-18-m0.u50.p5.s1.w5) Олександру [Васильовичу](ParlaMint-UA_2022-02-18-m0.u50.p5.s1.w7), фракція політичної партії "Слуга народу". 
ParlaMint-UA_2022-02-18-m0.u53	ПРОЩУК Е.П.	#ЕдуардПетровичПрощук.1982	[Едуард](ParlaMint-UA_2022-02-18-m0.u52.p1.s1.w1) [Прощук](ParlaMint-UA_2022-02-18-m0.u52.p1.s1.w2), будь ласка, "Слуга народу". 
ParlaMint-UA_2022-02-18-m0.u56	НЕКЛЮДОВ В.М.	#ВладленМихайловичНеклюдов.1973	Слово надається народному депутату [Неклюдову](ParlaMint-UA_2022-02-18-m0.u55.p2.s1.w5) [Владлену](ParlaMint-UA_2022-02-18-m0.u55.p2.s1.w6) Михайловичу, фракція "Слуга народу". 
ParlaMint-UA_2022-02-18-m0.u56	НЕКЛЮДОВ В.М.	#ВладленМихайловичНеклюдов.1973	Слово надається народному депутату [Неклюдову](ParlaMint-UA_2022-02-18-m0.u55.p2.s1.w5) Владлену [Михайловичу](ParlaMint-UA_2022-02-18-m0.u55.p2.s1.w7), фракція "Слуга народу". 
ParlaMint-UA_2022-02-18-m0.u58	БЕЛЕНЮК Ж.В.	#ЖанВенсановичБеленюк.1991	[Жан](ParlaMint-UA_2022-02-18-m0.u57.p1.s1.w1) [Венсанович](ParlaMint-UA_2022-02-18-m0.u57.p1.s1.w2) [Беленюк](ParlaMint-UA_2022-02-18-m0.u57.p1.s1.w3), будь ласка. 
ParlaMint-UA_2022-02-18-m0.u59	ГУТЦАЙТ В.М.	ГУТЦАЙТ В.М.	У мене питання до міністра молоді та спорту [Вадима](ParlaMint-UA_2022-02-18-m0.u58.p2.s1.w9) [Гутцайта](ParlaMint-UA_2022-02-18-m0.u58.p2.s1.w10). 
ParlaMint-UA_2022-02-18-m0.u61	МИСЯГІН Ю.М.	#ЮрійМихайловичМисягін.1974	Слово надається народному депутату України [Мисягіну](ParlaMint-UA_2022-02-18-m0.u60.p1.s1.w6) [Юрію](ParlaMint-UA_2022-02-18-m0.u60.p1.s1.w7) Михайловичу, фракція "Слуга народу". 
ParlaMint-UA_2022-02-18-m0.u61	МИСЯГІН Ю.М.	#ЮрійМихайловичМисягін.1974	Слово надається народному депутату України [Мисягіну](ParlaMint-UA_2022-02-18-m0.u60.p1.s1.w6) Юрію [Михайловичу](ParlaMint-UA_2022-02-18-m0.u60.p1.s1.w8), фракція "Слуга народу". 
ParlaMint-UA_2022-02-18-m0.u63	МАСЛОВ Д.В.	#ДенисВячеславовичМаслов.1983	Будь ласка, [Денис](ParlaMint-UA_2022-02-18-m0.u62.p1.s1.w4) [Маслов](ParlaMint-UA_2022-02-18-m0.u62.p1.s1.w5). 
ParlaMint-UA_2022-02-18-m0.u66	ДІДЕНКО Ю.О.	#ЮліяОлександрівнаДіденко.1978	Будь ласка, [Діденко](ParlaMint-UA_2022-02-18-m0.u65.p2.s1.w4) [Юлія](ParlaMint-UA_2022-02-18-m0.u65.p2.s1.w5) Олександрівна, фракція політичної партії "Слуга народу". 
ParlaMint-UA_2022-02-18-m0.u66	ДІДЕНКО Ю.О.	#ЮліяОлександрівнаДіденко.1978	Будь ласка, [Діденко](ParlaMint-UA_2022-02-18-m0.u65.p2.s1.w4) Юлія [Олександрівна](ParlaMint-UA_2022-02-18-m0.u65.p2.s1.w6), фракція політичної партії "Слуга народу". 
